FECHA (YYMMDD);HORA (HHMM);;
180908;0400;70,5901;
180908;0500;350,542;
180908;0600;260,658;
180908;0700;13,3204;
180908;0800;18,7763;
180908;0900;2,91672;
180908;1000;238,916;
180908;1100;231,552;
180908;1200;230,301;
180908;1300;223,74;
180908;1400;196,348;
180908;1500;205,973;
180908;1600;233,427;
180908;1700;225,628;
180908;1800;232,643;
180908;1900;245,715;
180908;2000;299,147;
180908;2100;0,289705;
180908;2200;321,283;
180908;2300;9,43739;
180909;0000;348,749;
180909;0100;29,7154;
180909;0200;10,8589;
180909;0300;338,523;
180909;0400;8,9353;
180909;0500;11,4231;
180909;0600;24,7171;
180909;0700;6,54984;
180909;0800;256,678;
180909;0900;318,309;
180909;1000;243,931;
180909;1100;275,263;
180909;1200;77,5297;
180909;1300;189,173;
180909;1400;141,623;
180909;1500;211,293;
180909;1600;180,457;
180909;1700;182,29;
180909;1800;166,554;
180909;1900;248,432;
180909;2000;3,76415;
180909;2100;345,327;
180909;2200;358,846;
180909;2300;5,46958;
180910;0000;4,97977;
180910;0100;356,267;
180910;0200;13,158;
180910;0300;346,939;
180910;0400;6,22806;
180910;0500;346,57;
180910;0600;190,594;
180910;0700;169,846;
180910;0800;331,792;
180910;0900;236,422;
180910;1000;229,141;
180910;1100;270,198;
180910;1200;221,695;
180910;1300;208,954;
180910;1400;233,911;
180910;1500;229,556;
180910;1600;228,31;
180910;1700;281,083;
180910;1800;320,68;
180910;1900;316,003;
180910;2000;344,819;
180910;2100;343,39;
180910;2200;352,37;
180910;2300;324,214;
180911;0000;10,7523;
180911;0100;354,478;
180911;0200;22,5653;
180911;0300;220,65;
180911;0400;216,302;
180911;0500;224,651;
180911;0600;202,619;
180911;0700;159,072;
180911;0800;226,259;
180911;0900;180,544;
180911;1000;156,996;
180911;1100;168,948;
180911;1200;215,269;
180911;1300;231,621;
180911;1400;234,55;
180911;1500;228,001;
180911;1600;189,079;
180911;1700;174,097;
180911;1800;214,972;
180911;1900;220,677;
180911;2000;198,443;
180911;2100;226,527;
180911;2200;232,046;
180911;2300;232,048;
