FECHA (YYMMDD);HORA (HHMM);;
180825;2100;335,823;
180825;2200;298,459;
180825;2300;91,1372;
180826;0000;32,3426;
180826;0100;78,7799;
180826;0200;92,1313;
180826;0300;148,501;
180826;0400;84,3405;
180826;0500;65,8101;
180826;0600;69,1793;
180826;0700;71,147;
180826;0800;55,459;
180826;0900;327,66;
180826;1000;242,39;
180826;1100;276,538;
180826;1200;277,717;
180826;1300;258,693;
180826;1400;286,499;
180826;1500;319,733;
180826;1600;342,633;
180826;1700;321,767;
180826;1800;281,907;
180826;1900;259,599;
180826;2000;263,497;
180826;2100;246,365;
180826;2200;242,784;
180826;2300;257,333;
180827;0000;271,5;
180827;0100;253,413;
180827;0200;282,864;
180827;0300;276,788;
180827;0400;220,84;
180827;0500;261,041;
180827;0600;303,345;
180827;0700;310,276;
180827;0800;307,975;
180827;0900;306,424;
180827;1000;301,951;
180827;1100;283,98;
180827;1200;289,214;
180827;1300;290,871;
180827;1400;299,332;
180827;1500;299,745;
180827;1600;286,118;
180827;1700;288,878;
180827;1800;300,192;
180827;1900;67,2209;
180827;2000;78,4917;
180827;2100;302,501;
180827;2200;261,381;
180827;2300;207,565;
180828;0000;190,722;
180828;0100;195,579;
180828;0200;198,547;
180828;0300;200,404;
180828;0400;204,685;
180828;0500;155,97;
180828;0600;232,757;
180828;0700;231,117;
180828;0800;237,072;
180828;0900;264,94;
180828;1000;320,386;
180828;1100;318,788;
180828;1200;317,578;
180828;1300;310,746;
180828;1400;291,842;
180828;1500;300,279;
180828;1600;275,594;
180828;1700;249,476;
180828;1800;282,437;
180828;1900;271,575;
180828;2000;255,602;
180828;2100;268,81;
180828;2200;274,48;
180828;2300;245,913;
180829;0000;212,4;
180829;0100;181,078;
180829;0200;237,264;
180829;0300;257,885;
180829;0400;260,231;
180829;0500;256,011;
180829;0600;252,729;
180829;0700;223,565;
180829;0800;246,295;
180829;0900;281,431;
180829;1000;281,676;
180829;1100;289,084;
180829;1200;287,61;
180829;1300;276,14;
180829;1400;283,449;
180829;1500;279,869;
180829;1600;284,052;
180829;1700;287,434;
180829;1800;277,322;
180829;1900;281,807;
180829;2000;274,001;
180829;2100;180,127;
180829;2200;90,2921;
180829;2300;205,194;
180830;0000;128,921;
180830;0100;144,457;
180830;0200;125,966;
180830;0300;158,129;
180830;0400;72,875;
180830;0500;82,5612;
180830;0600;53,5001;
180830;0700;53,7385;
180830;0800;52,742;
180830;0900;54,7015;
180830;1000;333,758;
180830;1100;255,931;
180830;1200;259,812;
180830;1300;257,963;
180830;1400;259,69;
180830;1500;253,064;
180830;1600;250,124;
180830;1700;250,524;
180830;1800;259,851;
180830;1900;54,6547;
180830;2000;36,4067;
180830;2100;77,834;
180830;2200;60,5109;
180830;2300;51,0761;
180831;0000;224;
180831;0100;136,931;
180831;0200;57,7373;
180831;0300;90,7974;
180831;0400;88,0616;
180831;0500;121,32;
180831;0600;113,589;
180831;0700;227,605;
180831;0800;320,169;
180831;0900;280,009;
180831;1000;293,178;
180831;1100;254,133;
180831;1200;258,882;
180831;1300;255,856;
180831;1400;261,405;
180831;1500;256,913;
180831;1600;254,443;
180831;1700;249,995;
180831;1800;224,357;
180831;1900;67,1499;
180831;2000;21,0369;
180831;2100;82,9116;
180831;2200;57,4205;
180831;2300;64,3195;
180901;0000;40,8582;
180901;0100;88,2061;
180901;0200;301,022;
180901;0300;88,9445;
180901;0400;96,2389;
180901;0500;261,046;
180901;0600;59,2743;
180901;0700;92,6753;
180901;0800;233,302;
180901;0900;262,218;
180901;1000;257,465;
180901;1100;38,3358;
180901;1200;300,495;
180901;1300;287,199;
180901;1400;280,26;
180901;1500;342,136;
180901;1600;198,52;
180901;1700;300,6;
180901;1800;252,354;
180901;1900;120,134;
180901;2000;276,791;
180901;2100;210,228;
180901;2200;316,287;
180901;2300;95,2152;
180902;0000;41,7683;
180902;0100;82,0497;
180902;0200;258,298;
180902;0300;298,801;
180902;0400;228,579;
180902;0500;250,441;
180902;0600;273,262;
180902;0700;257,44;
180902;0800;225,817;
180902;0900;287,852;
180902;1000;290,34;
180902;1100;282,418;
180902;1200;290,209;
180902;1300;287,499;
180902;1400;285,574;
180902;1500;290,935;
180902;1600;288,673;
180902;1700;281,246;
180902;1800;266,414;
180902;1900;263,918;
180902;2000;271,157;
180902;2100;282,634;
180902;2200;278,221;
180902;2300;203,125;
180903;0000;225,821;
180903;0100;244,677;
180903;0200;84,9164;
180903;0300;105,14;
180903;0400;182,825;
180903;0500;316,163;
180903;0600;146,882;
